Iteration	#RemainLeaves	RTL	PrunedLeaf
220	280	0.967658135180	P82112_1
221	279	0.967176752699	P18996_3
222	278	0.966694910226	P07034_1
223	277	0.966212607759	P0CH26_1
224	276	0.965729155311	P02039_1
225	275	0.965244782876	P02003_1
226	274	0.964758570471	Q9XSN3_3
227	273	0.964271438080	P02102_2
228	272	0.963780395750	P09420_1
229	271	0.963283143517	P02024_2
230	270	0.962781521353	Q6WN28_3
231	269	0.962257589536	P81024_1
232	268	0.961732737735	P01962_1
233	267	0.961196846105	P06637_2
234	266	0.960641174785	Q6B0K9_1
235	265	0.960079753554	P02019_1
236	264	0.959509592460	P28781_1
237	263	0.958936441413	P07411_1
238	262	0.958353630516	P20854_1
239	261	0.957753799886	P01950_1
240	260	0.957146379374	B3EWE3_1
241	259	0.956533898941	P22742_1
242	258	0.955915208604	P19759_2
243	257	0.955295828279	P07421_1
244	256	0.954673228004	O42425_3
245	255	0.954041657869	P02088_2
246	254	0.953400427885	P02036_2
247	253	0.952758967905	P23016_1
248	252	0.952114977964	P17689_1
249	251	0.951463628138	P28780_1
250	250	0.950811818319	P15163_1
251	249	0.950155408573	P19015_1
252	248	0.949494168901	B3EWD5_1
